Id;Marker;Active;NumVertices;Vertices;NumEdges;Edges
0;0;1;4;0;1;11;181;4;0;91;343;342
1;0;1;4;0;100;11;10;4;180;181;9;90
2;0;1;4;0;181;11;100;4;342;343;181;180
3;0;1;4;1;2;12;182;4;1;92;345;344
4;0;1;4;1;101;12;11;4;182;183;10;91
5;0;1;4;1;182;12;101;4;344;345;183;182
6;0;1;4;2;3;13;183;4;2;93;347;346
7;0;1;4;2;102;13;12;4;184;185;11;92
8;0;1;4;2;183;13;102;4;346;347;185;184
9;0;1;4;3;4;14;184;4;3;94;349;348
10;0;1;4;3;103;14;13;4;186;187;12;93
11;0;1;4;3;184;14;103;4;348;349;187;186
12;0;1;4;4;5;15;185;4;4;95;351;350
13;0;1;4;4;104;15;14;4;188;189;13;94
14;0;1;4;4;185;15;104;4;350;351;189;188
15;0;1;4;5;6;16;186;4;5;96;353;352
16;0;1;4;5;105;16;15;4;190;191;14;95
17;0;1;4;5;186;16;105;4;352;353;191;190
18;0;1;4;6;7;17;187;4;6;97;355;354
19;0;1;4;6;106;17;16;4;192;193;15;96
20;0;1;4;6;187;17;106;4;354;355;193;192
21;0;1;4;7;8;18;188;4;7;98;357;356
22;0;1;4;7;107;18;17;4;194;195;16;97
23;0;1;4;7;188;18;107;4;356;357;195;194
24;0;1;4;8;9;19;189;4;8;99;359;358
25;0;1;4;8;108;19;18;4;196;197;17;98
26;0;1;4;8;189;19;108;4;358;359;197;196
27;0;1;4;10;11;21;190;4;9;101;361;360
28;0;1;4;10;109;21;20;4;198;199;18;100
29;0;1;4;10;190;21;109;4;360;361;199;198
30;0;1;4;11;12;22;191;4;10;102;363;362
31;0;1;4;11;110;22;21;4;200;201;19;101
32;0;1;4;11;191;22;110;4;362;363;201;200
33;0;1;4;12;13;23;192;4;11;103;365;364
34;0;1;4;12;111;23;22;4;202;203;20;102
35;0;1;4;12;192;23;111;4;364;365;203;202
36;0;1;4;13;14;24;193;4;12;104;367;366
37;0;1;4;13;112;24;23;4;204;205;21;103
38;0;1;4;13;193;24;112;4;366;367;205;204
39;0;1;4;14;15;25;194;4;13;105;369;368
40;0;1;4;14;113;25;24;4;206;207;22;104
41;0;1;4;14;194;25;113;4;368;369;207;206
42;0;1;4;15;16;26;195;4;14;106;371;370
43;0;1;4;15;114;26;25;4;208;209;23;105
44;0;1;4;15;195;26;114;4;370;371;209;208
