Id;Marker;Active;Origin;End
0;0;1;43;151
1;0;1;324;322
2;0;1;307;197
3;0;1;153;54
4;0;1;86;74
5;0;1;214;217
6;0;1;333;328
7;0;1;315;324
8;1;1;220;188
9;1;1;83;29
10;0;1;14;13
11;0;1;13;12
12;0;1;224;214
13;0;1;221;219
14;0;1;28;34
15;0;1;149;183
16;0;1;54;190
17;0;1;182;149
18;8;1;288;277
19;0;1;14;21
20;0;1;21;11
21;0;1;293;253
22;0;1;20;31
23;0;1;31;62
24;0;1;325;218
25;0;1;33;37
26;0;1;37;19
27;0;1;11;13
28;6;1;8;12
29;7;1;340;268
30;0;1;26;20
31;0;1;20;24
32;0;1;219;240
33;0;1;227;238
34;6;1;12;10
35;0;1;13;24
36;0;1;24;8
37;0;1;190;152
38;0;1;223;204
39;0;1;21;18
40;0;1;76;98
41;0;1;214;290
42;0;1;26;33
43;0;1;291;324
44;0;1;219;226
45;0;1;91;189
46;6;1;25;8
47;0;1;17;22
48;0;1;22;27
49;0;1;281;288
50;0;1;223;226
51;0;1;226;230
52;0;1;295;262
53;0;1;32;23
54;0;1;23;34
55;0;1;236;230
56;0;1;289;213
57;0;1;175;258
58;0;1;258;261
59;0;1;26;13
60;0;1;42;206
61;0;1;4;190
62;0;1;230;204
63;0;1;10;27
64;0;1;27;14
65;0;1;150;18
66;0;1;18;192
67;6;1;1;16
68;0;1;297;266
69;6;1;17;7
70;0;1;328;327
71;0;1;22;18
72;8;1;277;282
73;0;1;338;336
74;0;1;23;11
75;0;1;25;20
76;0;1;251;293
77;6;1;16;25
78;0;1;9;34
79;0;1;252;295
80;0;1;32;33
81;6;1;10;17
82;0;1;75;165
83;0;1;40;36
84;0;1;186;172
85;0;1;37;38
86;0;1;335;48
87;0;1;61;54
88;0;1;19;31
89;7;1;2;244
90;0;1;246;222
91;0;1;245;244
92;0;1;312;302
93;0;1;299;314
94;0;1;287;181
95;0;1;249;4
96;0;1;28;33
97;0;1;151;61
98;0;1;196;307
99;0;1;116;168
100;0;1;222;224
101;8;1;282;178
102;0;1;44;28
103;0;1;294;263
104;0;1;167;211
105;0;1;270;310
106;0;1;322;325
107;0;1;55;68
108;0;1;68;36
109;0;1;44;35
110;0;1;35;38
111;0;1;35;56
112;0;1;30;53
113;0;1;53;60
114;0;1;289;7
115;0;1;9;40
116;0;1;235;224
117;0;1;44;36
118;0;1;9;182
119;0;1;265;266
120;0;1;263;98
121;0;1;68;41
122;0;1;41;44
123;0;1;36;46
124;0;1;46;55
125;0;1;69;51
126;0;1;201;234
127;0;1;57;69
128;6;1;148;242
129;0;1;45;275
130;0;1;332;340
131;0;1;85;98
132;0;1;73;83
133;5;1;30;1
134;0;1;6;83
135;0;1;43;46
136;0;1;46;49
137;0;1;265;310
138;0;1;23;150
139;0;1;165;249
140;0;1;40;49
141;0;1;192;125
142;0;1;257;256
143;0;1;334;336
144;7;1;291;321
145;0;1;60;58
146;0;1;58;15
147;0;1;220;299
148;0;1;51;56
149;7;1;244;227
150;0;1;248;247
151;0;1;262;264
152;0;1;45;151
153;0;1;151;49
154;0;1;63;50
155;0;1;50;55
156;0;1;35;57
157;0;1;215;217
158;5;1;59;15
159;1;1;107;309
160;0;1;16;62
161;0;1;38;60
162;0;1;53;31
163;1;1;39;271
164;0;1;225;226
165;0;1;64;68
166;0;1;107;330
167;0;1;333;334
168;0;1;51;58
169;0;1;286;281
170;0;1;70;65
171;0;1;65;69
172;0;1;221;223
173;0;1;71;51
174;0;1;71;59
175;1;1;289;287
176;5;1;15;52
177;0;1;52;60
178;5;1;52;30
179;1;1;123;140
180;0;1;66;1
181;0;1;66;31
182;0;1;43;67
183;0;1;67;63
184;0;1;205;194
185;0;1;97;110
186;0;1;110;81
187;1;1;140;193
188;0;1;337;338
189;0;1;71;72
190;0;1;57;70
191;0;1;135;78
192;8;1;169;5
193;5;1;139;112
194;1;1;172;125
195;0;1;187;289
196;0;1;195;197
197;0;1;269;270
198;0;1;239;240
199;0;1;188;189
200;0;1;41;70
201;0;1;65;71
202;0;1;241;239
203;6;1;242;237
204;1;1;165;4
205;5;1;6;72
206;0;1;72;73
207;0;1;335;206
208;1;1;220;313
209;0;1;88;89
210;0;1;327;339
211;0;1;81;88
212;6;1;237;247
213;0;1;96;100
214;0;1;334;269
215;0;1;82;96
216;0;1;137;136
217;0;1;239;246
218;0;1;113;137
219;0;1;78;75
220;0;1;75;80
221;0;1;198;77
222;0;1;110;111
223;0;1;77;4
224;0;1;236;185
225;6;1;210;290
226;0;1;241;221
227;0;1;224;241
228;5;1;72;59
229;0;1;95;80
230;0;1;120;155
231;0;1;88;90
232;5;1;90;6
233;0;1;89;97
234;0;1;121;73
235;0;1;65;121
236;0;1;109;156
237;0;1;156;82
238;0;1;301;300
239;0;1;96;80
240;0;1;125;158
241;0;1;112;113
242;0;1;246;243
243;0;1;154;250
244;0;1;238;245
245;0;1;243;229
246;0;1;284;260
247;0;1;260;283
248;0;1;4;67
249;0;1;67;153
250;0;1;126;271
251;0;1;75;86
252;0;1;169;177
253;0;1;202;206
254;8;1;178;169
255;0;1;231;229
256;0;1;92;114
257;0;1;232;233
258;0;1;122;102
259;0;1;137;133
260;0;1;77;251
261;0;1;189;301
262;0;1;207;208
263;0;1;120;64
264;0;1;64;122
265;0;1;76;154
266;0;1;132;161
267;0;1;161;160
268;0;1;285;281
269;0;1;104;105
270;6;1;7;210
271;0;1;275;48
272;0;1;213;212
273;0;1;93;119
274;0;1;307;259
275;0;1;260;285
276;0;1;252;298
277;0;1;149;158
278;0;1;257;170
279;0;1;262;263
280;0;1;205;201
281;0;1;157;114
282;0;1;302;220
283;0;1;115;95
284;0;1;74;115
285;0;1;95;92
286;0;1;175;260
287;0;1;99;96
288;0;1;92;99
289;0;1;259;91
290;0;1;155;29
291;0;1;331;107
292;0;1;119;108
293;0;1;108;100
294;0;1;197;94
295;0;1;118;110
296;0;1;85;295
297;0;1;50;254
298;0;1;274;304
299;0;1;275;47
300;0;1;332;334
301;0;1;183;48
302;0;1;106;99
303;0;1;119;97
304;0;1;296;306
305;0;1;302;307
306;0;1;93;99
307;0;1;79;111
308;0;1;221;191
309;5;1;112;79
310;0;1;312;311
311;0;1;229;240
312;0;1;87;106
313;7;1;232;218
314;0;1;204;234
315;0;1;105;87
316;7;1;227;232
317;0;1;312;292
318;0;1;105;130
319;0;1;130;128
320;0;1;92;105
321;0;1;117;128
322;0;1;313;309
323;0;1;159;117
324;0;1;87;134
325;0;1;325;225
326;0;1;118;106
327;7;1;329;326
328;0;1;124;118
329;0;1;188;259
330;0;1;108;109
331;0;1;207;203
332;0;1;93;118
333;0;1;318;317
334;0;1;101;111
335;0;1;228;317
336;5;1;79;90
337;0;1;316;309
338;0;1;101;118
339;6;1;290;148
340;0;1;101;113
341;0;1;292;316
342;0;1;116;115
343;0;1;323;331
344;0;1;225;318
345;0;1;317;315
346;0;1;126;116
347;0;1;292;323
348;0;1;115;114
349;5;1;0;141
350;0;1;141;179
351;0;1;278;338
352;0;1;298;301
353;0;1;70;64
354;0;1;50;122
355;0;1;134;124
356;0;1;250;249
357;0;1;134;133
358;7;1;276;3
359;0;1;280;285
360;0;1;318;322
361;0;1;126;157
362;0;1;117;146
363;0;1;146;145
364;7;1;320;291
365;1;1;102;155
366;0;1;267;273
367;0;1;273;175
368;0;1;159;130
369;0;1;300;306
370;0;1;161;159
371;0;1;327;330
372;0;1;138;180
373;0;1;180;129
374;0;1;326;339
375;0;1;104;127
376;1;1;168;39
377;0;1;238;233
378;0;1;313;314
379;0;1;229;238
380;0;1;181;215
381;0;1;103;166
382;0;1;330;329
383;5;1;129;139
384;0;1;47;61
385;0;1;128;134
386;0;1;297;306
387;0;1;306;265
388;0;1;117;144
389;0;1;296;298
390;0;1;138;136
391;0;1;293;252
392;0;1;94;293
393;0;1;136;139
394;0;1;124;137
395;0;1;83;88
396;0;1;138;144
397;0;1;144;143
398;0;1;76;168
399;0;1;145;143
400;0;1;133;144
401;0;1;155;89
402;7;1;84;329
403;0;1;179;143
404;0;1;143;142
405;0;1;279;280
406;0;1;286;278
407;0;1;179;180
408;1;1;165;154
409;0;1;277;285
410;1;1;254;102
411;0;1;145;147
412;0;1;166;146
413;0;1;319;311
414;0;1;132;166
415;8;1;131;103
416;0;1;263;256
417;8;1;103;147
418;0;1;286;276
419;8;1;147;142
420;0;1;228;230
421;0;1;45;182
422;0;1;182;150
423;0;1;304;300
424;0;1;301;299
425;0;1;308;312
426;0;1;152;198
427;0;1;86;76
428;0;1;94;91
429;0;1;303;304
430;0;1;42;194
431;0;1;156;78
432;0;1;127;157
433;0;1;283;282
434;8;1;164;131
435;0;1;131;163
436;0;1;104;161
437;0;1;311;317
438;0;1;127;162
439;0;1;162;160
440;0;1;162;163
441;0;1;321;323
442;0;1;255;127
443;0;1;319;323
444;6;1;247;2
445;0;1;272;260
446;0;1;163;167
447;0;1;167;164
448;0;1;173;131
449;0;1;148;235
450;0;1;303;314
451;0;1;160;173
452;0;1;173;132
453;0;1;310;274
454;0;1;172;287
455;8;1;5;164
456;0;1;84;107
457;0;1;174;169
458;1;1;4;135
459;1;1;94;77
460;0;1;278;280
461;1;1;158;335
462;0;1;5;171
463;0;1;256;264
464;0;1;264;261
465;0;1;261;256
466;0;1;322;320
467;0;1;323;291
468;0;1;171;170
469;0;1;170;174
470;0;1;258;176
471;0;1;176;177
472;0;1;268;336
473;7;1;268;337
474;0;1;253;85
475;0;1;250;253
476;0;1;269;279
477;0;1;279;272
478;0;1;248;245
479;7;1;337;276
480;0;1;339;332
481;0;1;5;211
482;0;1;254;156
483;0;1;170;258
484;0;1;176;284
485;0;1;284;178
486;7;1;321;84
487;8;1;142;0
488;5;1;141;129
489;0;1;121;29
490;0;1;214;216
491;0;1;295;296
492;0;1;333;274
493;0;1;193;211
494;0;1;234;185
495;0;1;185;200
496;0;1;200;205
